name,course_name,course_URL,price,enrollment,rating,num_ratings
Azure,74.99,"3,629",4.7,486
Azure,84.99,"1,672",4.7,147
Azure,54.99,374,4.7,84
Azure,84.99,"67,446",4.6,"13,571"
Azure,64.99,"18,490",4.6,"5,377"
Azure,109.99,"24,683",4.6,"5,312"
Azure,39.99,"9,010",4.7,"2,192"
Azure,124.99,"145,392",4.6,"1,626"
Azure,39.99,"6,911",4.6,"1,165"
Azure,49.99,"5,157",4.6,888
Azure,99.99,"4,141",4.6,744
Azure,49.99,"7,975",4.6,313
Azure,84.99,"1,602",4.6,223
Azure,84.99,593,4.6,54
Azure,84.99,"35,705",4.5,"6,411"
Azure,84.99,"31,217",4.5,"5,288"
Azure,39.99,"14,434",4.5,"3,388"
Azure,84.99,"4,320",4.5,352
Azure,94.99,950,4.5,294
Azure,84.99,"10,509",4.5,115
AWS,84.99,"732,406",4.7,"168,209"
AWS,84.99,"630,335",4.7,"130,505"
AWS,109.99,"408,373",4.7,"74,954"
AWS,159.99,"145,895",4.5,"22,169"
AWS,24.99,"138,288",4.6,"19,050"
AWS,109.99,"115,577",4.6,"13,021"
AWS,159.99,"95,843",4.7,"14,053"
AWS,29.99,"109,903",4.7,"27,546"
AWS,29.99,"75,495",4.6,"14,412"
AWS,84.99,"4,471",4.6,638
AWS,84.99,"25,490",4.7,"3,287"
AWS,109.99,"96,036",4.7,"10,903"
AWS,19.99,"48,605",4.6,"3,837"
AWS,19.99,"31,244",4.5,"2,140"
AWS,109.99,"88,526",4.6,"12,346"
AWS,99.99,"60,067",4.6,"8,709"
AWS,84.99,"11,777",4.7,"1,340"
AWS,99.99,"54,594",4.7,"11,167"
AWS,19.99,"122,082",4.5,"21,129"
AWS,109.99,"30,651",4.5,"3,857"
AWS,84.99,"2,194",4.8,233
AWS,19.99,"36,753",4.6,"3,472"
AWS,74.99,"16,399",4.7,72
AWS,29.99,"49,780",4.7,"3,944"
AWS,89.99,"20,216",4.7,"3,589"
AWS,19.99,"10,792",4.7,785
AWS,99.99,"82,661",4.6,"12,660"
AWS,24.99,"32,428",4.5,"5,097"
AWS,19.99,"2,699",4.7,142
AWS,84.99,"7,172",4.5,"1,076"
AWS,24.99,"26,830",4.6,"1,767"
AWS,29.99,"26,466",4.5,"2,720"
AWS,49.99,"6,912",4.8,831
AWS,99.99,"38,436",4.5,"4,688"
AWS,19.99,"2,512",4.6,114
AWS,84.99,"66,260",4.6,"9,751"
AWS,29.99,"1,154",4.8,66
AWS,109.99,"116,814",4.7,"16,723"
AWS,99.99,"24,315",4.7,"4,890"
AWS,24.99,"12,074",4.7,"1,813"
AWS,29.99,"10,286",4.7,"1,427"
AWS,84.99,"3,366",4.6,235
AWS,94.99,"8,558",4.6,"1,184"
AWS,34.99,"43,038",4.7,"6,144"
AWS,24.99,"32,863",4.7,"1,494"
AWS,19.99,"42,693",4.5,"2,682"
AWS,34.99,"39,477",4.6,"6,245"
AWS,19.99,"17,732",4.7,"1,896"
AWS,99.99,"57,847",4.6,"7,762"
AWS,99.99,"275,457",4.7,"52,937"
AWS,29.99,"1,294",4.6,209
AWS,84.99,307,4.5,22
AWS,29.99,"12,329",4.7,"1,319"
AWS,84.99,395,4.7,33
AWS,84.99,998,4.8,94
AWS,29.99,"11,124",4.6,"1,697"
AWS,49.99,"5,746",4.7,512
AWS,59.99,"14,738",4.8,"1,772"
AWS,84.99,"289,331",4.7,"57,926"
AWS,84.99,"3,860",4.7,206
AWS,84.99,"11,519",4.7,"2,419"
AWS,19.99,"28,716",4.6,"5,111"
AWS,34.99,"69,667",4.7,"16,056"
AWS,99.99,"180,292",4.7,"36,705"
AWS,19.99,"2,376",4.5,158
AWS,84.99,"24,126",4.7,"1,743"
AWS,24.99,"13,829",4.8,"1,908"
AWS,84.99,396,4.8,130
AWS,124.99,"240,819",4.6,"62,456"
AWS,84.99,"5,692",4.5,557
AWS,29.99,111,5.0,1
AWS,19.99,"4,441",4.7,301
AWS,49.99,"45,234",4.6,"3,047"
AWS,99.99,"21,083",4.5,"3,636"
AWS,29.99,170,4.7,13
AWS,19.99,"20,946",4.5,"1,234"
AWS,19.99,"11,883",4.6,"1,721"
AWS,19.99,"20,499",4.6,264
AWS,84.99,"13,391",4.7,"1,723"
AWS,99.99,"29,766",4.6,"3,360"
AWS,99.99,"2,763",4.6,335
AWS,84.99,"1,595",4.6,228
AWS,19.99,"1,101",4.5,164
AWS,19.99,"44,996",4.6,"6,421"
AWS,84.99,"1,003",4.7,111
AWS,19.99,"23,864",4.6,"1,468"
AWS,24.99,"6,817",4.6,"1,342"
AWS,19.99,"1,445",4.6,79
AWS,84.99,"1,934",4.5,105
AWS,19.99,"10,619",4.6,"2,500"
AWS,54.99,"16,263",4.6,"2,638"
AWS,99.99,"9,486",4.8,"1,503"
AWS,24.99,"9,576",4.5,153
AWS,19.99,"11,470",4.7,232
AWS,19.99,"13,464",4.7,674
AWS,19.99,"106,116",4.5,"9,795"
AWS,19.99,"16,472",4.5,493
AWS,99.99,"9,555",4.5,"1,168"
AWS,79.99,"2,985",4.6,503
AWS,19.99,376,4.8,28
AWS,119.99,"14,608",4.5,"1,165"
AWS,19.99,"9,089",4.6,"1,025"
AWS,19.99,"2,378",4.6,332
AWS,84.99,132,4.6,15
AWS,19.99,47,4.9,8
AWS,84.99,"7,002",4.6,609
AWS,84.99,"22,054",4.6,"1,903"
AWS,49.99,"6,669",4.6,610
AWS,94.99,"22,966",4.6,"2,422"
AWS,109.99,"73,151",4.5,"12,893"
AWS,69.99,782,4.7,86
AWS,84.99,181,4.4,8
AWS,59.99,"1,520",4.7,250
AWS,19.99,"3,046",4.8,28
AWS,49.99,"7,683",4.6,729
AWS,129.99,"27,918",4.5,"3,319"
AWS,19.99,138,4.9,20
AWS,94.99,"5,626",4.5,820
AWS,84.99,250,4.7,34
AWS,94.99,"18,543",4.7,973
AWS,24.99,"4,551",4.6,576
AWS,84.99,"32,410",4.6,"4,672"
AWS,19.99,224,4.8,16
AWS,34.99,"9,448",4.6,"1,191"
AWS,19.99,"13,531",4.6,"1,148"
AWS,24.99,519,4.6,126
AWS,19.99,"8,873",4.6,920
AWS,84.99,205,4.5,18
AWS,39.99,"72,376",4.5,"12,586"
AWS,74.99,790,4.7,240
AWS,84.99,104,4.6,7
AWS,89.99,"23,514",4.6,"3,723"
AWS,24.99,"6,405",4.7,631
AWS,29.99,"4,285",4.6,352
AWS,19.99,"9,147",4.7,"1,051"
AWS,29.99,"22,326",4.7,784
AWS,19.99,325,4.7,59
AWS,19.99,"3,582",4.9,83
AWS,99.99,"44,804",4.6,"5,051"
AWS,84.99,667,4.6,34
AWS,19.99,69,4.8,9
AWS,29.99,"2,501",5.0,282
AWS,29.99,"8,978",4.6,"1,251"
AWS,84.99,73,4.7,6
AWS,84.99,"1,458",4.5,216
AWS,34.99,"5,786",4.7,840
AWS,19.99,149,4.9,19
AWS,99.99,"18,222",4.5,"1,031"
AWS,84.99,963,4.5,102
AWS,84.99,246,4.6,10
AWS,19.99,"36,536",4.7,"2,291"
AWS,84.99,"13,784",4.6,"1,336"
AWS,29.99,97,4.6,14
AWS,49.99,"5,165",4.6,615
AWS,34.99,"11,219",4.7,"2,065"
AWS,84.99,27,5.0,5
AWS,24.99,992,4.7,111
AWS,19.99,64,4.6,2
AWS,19.99,"11,343",4.6,"1,038"
AWS,59.99,"2,565",4.9,265
AWS,19.99,"8,365",4.5,229
AWS,84.99,"8,846",4.6,909
AWS,99.99,"25,862",4.5,"3,399"
AWS,19.99,"1,145",4.6,239
AWS,24.99,47,4.9,6
AWS,84.99,375,4.6,28
AWS,19.99,1,4.5,1
AWS,84.99,"16,165",4.5,"1,880"
AWS,19.99,480,4.9,23
AWS,99.99,"14,526",4.8,"1,074"
AWS,19.99,"7,386",4.6,204
AWS,19.99,554,4.8,18
AWS,19.99,850,4.9,11
AWS,19.99,"3,438",4.6,287
AWS,84.99,"24,487",4.7,895
AWS,84.99,"24,487",4.7,895
AWS,19.99,"20,045",4.8,205
AWS,94.99,"8,672",4.6,"1,131"
AWS,99.99,"39,228",4.7,"1,752"
AWS,84.99,111,4.5,21
AWS,19.99,"2,082",4.6,463
AWS,84.99,"13,834",4.7,133
AWS,84.99,"3,119",4.7,8
AWS,84.99,188,4.6,10
AWS,24.99,"2,755",4.6,402
AWS,44.99,"2,721",4.5,138
AWS,74.99,"2,066",4.7,22
AWS,29.99,306,4.6,26
AWS,99.99,"17,126",4.5,"4,237"
AWS,89.99,911,4.5,166
AWS,44.99,"3,688",4.5,714
AWS,19.99,"2,126",4.7,315
AWS,49.99,"47,418",4.5,"2,395"
AWS,19.99,94,4.9,9
AWS,119.99,"1,754",4.8,719
AWS,99.99,641,4.8,116
AWS,54.99,25,4.9,19
AWS,74.99,"7,625",4.7,"1,268"
AWS,29.99,"12,041",4.7,"1,638"
AWS,84.99,73,4.7,11
AWS,59.99,20,4.7,2
AWS,69.99,"2,190",4.6,175
AWS,24.99,"10,321",4.6,194
AWS,29.99,"1,221",4.5,42
AWS,29.99,"1,221",4.5,42
AWS,19.99,"19,704",4.6,410
AWS,49.99,366,4.9,33
AWS,19.99,"17,015",4.7,139
AWS,84.99,"3,637",4.6,455
AWS,84.99,44,5.0,2
AWS,89.99,"23,936",4.5,"3,891"
AWS,84.99,721,4.7,74
AWS,49.99,"4,290",4.6,365
AWS,49.99,"3,878",4.5,867
AWS,19.99,"5,950",4.5,104
AWS,19.99,"1,170",4.7,187
AWS,109.99,"32,919",4.5,"3,991"
AWS,19.99,"2,980",4.6,264
AWS,84.99,"2,601",4.8,22
AWS,19.99,"1,021",5.0,1
AWS,109.99,"33,255",4.8,"3,040"
AWS,19.99,594,4.7,61
AWS,19.99,"5,979",4.5,87
AWS,84.99,28,4.5,1
AWS,84.99,29,5.0,12
AWS,84.99,22,4.6,4
AWS,84.99,26,4.9,11
AWS,19.99,"3,422",4.5,"1,130"
AWS,19.99,189,4.5,39
AWS,59.99,"3,105",4.9,6
AWS,24.99,"8,318",4.6,"1,838"
AWS,84.99,158,4.5,22
AWS,24.99,"1,217",4.5,126
AWS,84.99,94,4.5,16
AWS,19.99,35,4.5,11
AWS,29.99,740,4.6,7
AWS,19.99,"1,185",4.8,14
AWS,84.99,69,4.7,8
AWS,84.99,"2,164",4.9,29
AWS,19.99,530,4.6,75
AWS,84.99,88,4.6,3
AWS,199.99,109,4.8,21
AWS,49.99,"2,294",4.8,241
AWS,84.99,32,5.0,11
AWS,84.99,131,5.0,2
AWS,24.99,57,4.6,7
AWS,84.99,321,4.7,57
AWS,24.99,"1,015",4.7,4
AWS,29.99,275,4.7,29
AWS,19.99,"2,443",4.5,147
AWS,34.99,47,5.0,3
AWS,99.99,43,5.0,6
AWS,39.99,683,4.8,75
AWS,39.99,28,5.0,2
AWS,19.99,20,5.0,2
AWS,19.99,12,5.0,1
AWS,24.99,112,4.6,17
AWS,39.99,554,4.7,11
AWS,84.99,85,4.6,18
AWS,84.99,274,4.6,26
AWS,84.99,"6,601",4.5,449
AWS,19.99,8,4.5,1
AWS,84.99,"2,741",4.5,243
AWS,19.99,27,4.6,3
AWS,19.99,295,4.7,62
AWS,19.99,295,4.7,62
AWS,84.99,"7,382",4.7,167
AWS,139.99,"146,619",4.7,"23,552"
AWS,29.99,"1,877",4.5,195
AWS,84.99,59,5.0,17
AWS,84.99,"3,914",4.7,430
AWS,124.99,"11,826",4.7,"1,599"
AWS,119.99,"34,735",4.7,"6,537"
AWS,24.99,"12,740",4.5,"1,461"
AWS,84.99,"24,261",4.6,"3,506"
AWS,19.99,210,4.8,15
AWS,29.99,"13,791",4.5,"1,560"
AWS,24.99,"9,811",4.6,691
AWS,99.99,"7,355",4.7,786
AWS,84.99,"4,000",4.8,16
AWS,19.99,"14,351",4.6,686
AWS,44.99,325,4.5,32
AWS,59.99,127,4.9,27
AWS,169.99,232,4.3,86
AWS,19.99,"3,137",4.8,503
AWS,89.99,"13,160",4.8,"2,314"
AWS,24.99,304,4.7,44
AWS,19.99,170,4.7,32
AWS,84.99,151,4.5,26
AWS,19.99,"11,619",4.6,941
AWS,59.99,334,4.5,70
AWS,44.99,62,4.4,12
AWS,49.99,88,4.8,27
AWS,84.99,57,4.8,6
AWS,84.99,49,4.6,6
AWS,79.99,651,4.7,185
AWS,34.99,"1,240",4.8,4
Google,19.99,"83,474",4.6,"15,723"
Google,19.99,"44,996",4.6,"6,421"
Google,19.99,"39,961",4.6,"8,731"
Google,19.99,"11,477",4.5,"1,138"
Google,79.99,"84,290",4.5,"9,012"
Google,69.99,"8,162",4.6,"1,079"
Google,24.99,200,4.7,21
Google,84.99,"4,335",4.5,357
Google,19.99,228,4.5,21
Google,84.99,771,4.7,76
Google,39.99,"1,375",4.5,106
Google,19.99,"5,338",4.5,689
Google,84.99,960,4.7,35
Google,19.99,607,4.8,64
Google,19.99,133,4.6,12
Google,19.99,"6,200",4.5,890
Google,19.99,"106,116",4.5,"9,795"
Google,19.99,"3,527",4.5,445
Google,19.99,"10,792",4.7,785
Google,19.99,"1,000",4.6,70
Google,19.99,"17,732",4.7,"1,896"
Google,124.99,"240,819",4.6,"62,456"
Google,24.99,853,4.8,89
Google,19.99,"3,997",4.8,451
Google,19.99,28,4.8,3
Google,54.99,199,4.6,35
Google,84.99,"1,134",5.0,2
Google,19.99,"10,077",4.6,"1,987"
Google,19.99,"36,536",4.7,"2,291"
Google,84.99,231,4.6,31
Google,99.99,"275,457",4.7,"52,937"
Google,59.99,26,4.6,4
Google,44.99,"14,540",4.6,"3,903"
Google,49.99,"5,165",4.6,615
Google,69.99,20,5.0,3
Google,19.99,"208,745",4.6,"42,656"
Google,19.99,"7,390",4.7,75
Google,29.99,341,4.8,31
Google,84.99,"12,066",4.6,"1,034"
Google,64.99,"53,738",4.6,"7,096"
Google,24.99,32,4.8,5
Google,84.99,"1,030",4.6,88
Google,109.99,"20,271",4.6,"5,161"
Google,109.99,"206,885",4.6,"49,971"
Google,84.99,"9,606",4.6,"1,834"
Google,99.99,"6,192",4.5,930
Google,19.99,"2,980",4.6,264
Google,109.99,"32,919",4.5,"3,991"
Google,99.99,"3,319",4.5,355
Google,119.99,"3,948",4.6,704
Google,99.99,"5,137",4.5,"1,165"
Google,34.99,138,4.5,1
Google,19.99,"15,759",4.7,121
Google,29.99,"2,468",4.6,66
Google,19.99,19,4.7,4
Google,84.99,"3,134",4.9,515
Google,99.99,"6,784",4.5,925
Google,84.99,223,4.6,27
